id,name
141,0
256,1
768,2
791,3
899,4
899,5
899,6
899,7
899,8
899,9
899,10
899,11
899,12
1058,13
1422,14
1422,15
1422,16
1570,17
1685,18
1771,19
1920,20
1920,21
1920,22
1920,23
1920,24
1920,25
2350,26
2736,27
2736,15
2736,16
2780,30
2780,15
2780,16
2928,33
2928,15
2928,16
3009,13
3160,30
3160,15
3160,16
3251,38
3391,15
3391,16
3399,40
3399,15
3399,16
3448,43
5064,15
5064,16
5337,17
5512,45
5524,46
5524,15
5524,16
5568,49
5590,50
5590,15
5590,16
5934,53
5934,15
5934,16
5967,56
5967,15
5967,16
6045,17
6207,59
6207,15
6207,16
6375,45
6493,62
7167,17
7242,63
7242,15
7242,16
7283,49
7820,45
7895,66
7895,15
7895,16
8164,49
8308,69
8308,15
8308,16
8694,17
8751,50
8751,15
8751,16
8792,74
9101,75
9272,76
9320,77
9320,15
9320,16
9659,80
9757,81
9757,15
9757,16
10186,84
10417,85
10657,86
11131,17
11239,87
11239,15
11239,16
11504,90
11504,15
11504,16
11593,93
11741,15
11741,16
11896,63
11896,15
11896,16
11960,97
11960,15
11960,16
12075,100
12544,80
12665,17
12666,17
13022,17
13433,45
13437,101
13437,102
13711,103
13842,17
14508,104
14967,103
14973,105
15029,104
15462,106
15468,106
15730,107
15764,108
15920,109
16068,106
17100,43
17247,109
17495,62
17497,62
17798,62
18269,62
18428,62
18811,110
18953,111
19445,111
19547,112
19582,113
19639,114
19639,115
19639,116
19639,117
19688,118
20034,119
20071,118
20360,113
20631,120
20631,121
20749,122
21140,123
21458,124
21470,124
21523,125
21862,126
22078,126
22228,127
22445,128
22530,125
22541,129
22567,130
22583,128
22768,131
22794,132
23066,131
23081,132
23303,133
23341,133
23396,133
23985,134
24398,135
24401,136
24418,137
24915,138
24937,137
24998,139
25273,140
26057,141
26150,142
26150,143
26150,144
26617,145
27128,146
27272,147
27272,148
27272,149
27309,150
27701,150
27786,150
27885,151
28544,152
28544,153
28544,154
28983,155
29286,156
29553,157
29683,158
29832,159
30453,160
30562,161
31019,128
32950,13
32957,13
32995,162
33402,163
33458,164
33458,165
33533,13
33591,140
33698,166
33782,167
34197,13
34573,140
35661,168
36296,169
36314,170
37031,140
37119,135
37277,170
37351,140
37365,140
37409,170
37647,171
38042,170
38616,172
38652,173
38736,173
39208,174
39468,175
39477,176
39550,177
